Name,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Total
Total Income,116857.48,120253.25,606990.88,88131.67,109406.6,119859.3,201635.4,114607.74,163996.67,227017.53,164206.22,112390.38,2145353.14
    Income.Income.Sales Of Product Income.Chargebacks,-855.18,-158.1,-2723.41,-61.82,-221.86,-17.09,-30.33,-341.55,-325.7,-117.94,-166.69,-214.62,-5234.27
    Income.Income.Sales Of Product Income.Sales,117712.66,120411.35,609714.29,88193.48,109628.46,119876.39,201665.73,114949.29,164322.36,227135.48,164372.91,112605.0,2150587.4
        Income.Income.Discounts Refunds Given.Discounts and Refunds,-2030.09,-1022.4,-2215.39,-991.7,-102.17,153.56,-1056.58,-9488.08,-6093.53,-17776.46,-27282.17,-19232.55,-87137.56
        Income.Income.Sales Of Product Income.Sales of Product Income - Shopify,45541.01,48040.59,28811.4,38114.5,35886.21,39607.48,58828.8,42225.59,35456.43,73358.96,78700.77,59189.48,583761.23
        Income.Income.Sales Of Product Income.Sales of Product Income - Amazon Seller Central,34010.99,30825.51,32055.36,26560.41,16711.49,27811.0,42723.92,32410.65,29522.35,47756.89,27544.79,27298.17,375231.53
        Income.Income.Sales Of Product Income.Sales of Product Income - Invoices and cash,38267.88,39434.15,548007.85,20987.34,54586.41,49732.09,98348.89,46632.55,103464.98,121016.23,84059.62,43379.73,1247917.73
        Income.Income.Sales Of Product Income.Sales of Product Income - Faire,1922.87,3133.49,3055.07,3522.93,2546.52,2572.26,2820.7,3168.57,1972.13,2779.85,1349.91,1970.18,30814.47
Total Cost Of Goods Sold,-50329.49,-51256.3,-298663.3,-36834.3,-48593.02,-51774.43,-89216.65,-53321.87,-77412.81,-107926.49,-83081.05,-55176.4,-1003586.11
    Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of Goods Sold,-50329.49,-51256.3,-298663.3,-36834.3,-48593.02,-51774.43,-89216.65,-53321.87,-77412.81,-107926.49,-83081.05,-55176.4,-1003586.11
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Shopify,-17306.48,-18256.02,-10948.76,-14484.02,-13637.32,-15051.5,-22356.97,-16045.94,-13473.46,-27877.42,-29907.23,-22145.05,-221490.15
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Amazon Seller Central,-12927.56,-11716.35,-12182.98,-10095.01,-6389.11,-10570.63,-16274.7,-12375.21,-11220.61,-18150.96,-10468.98,-10356.36,-142728.44
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Invoices and cash,-19133.95,-19717.08,-274003.94,-10493.69,-27293.23,-24866.08,-49174.51,-23316.28,-51732.55,-60508.13,-42029.83,-21689.87,-623959.14
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Sales of Product Income - Faire,-961.49,-1566.85,-1527.62,-1761.58,-1273.36,-1286.22,-1410.47,-1584.45,-986.2,-1389.99,-675.02,-985.12,-15408.37
Gross Profit,66527.98,68996.95,308327.58,51297.37,60813.58,68084.87,112418.75,61285.87,86583.86,119091.05,81125.17,57213.99,1141767.03
Total Expenses,-122732.79,-101179.15,-84953.8,-77323.1,-96821.25,-90773.42,-111778.99,-152352.56,-123642.39,-129640.81,-122700.77,-120454.18,-1334353.22
    Expense.Expense.Cost Of Labor.Contract labor,0.0,0.0,-6156.87,-12313.75,0.0,-6156.87,0.0,0.0,0.0,0.0,0.0,0.0,-24627.5
