Name,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Total
Total Income,57498.43,59169.28,298663.13,43364.21,53832.31,58975.44,99212.46,56391.47,80692.74,111701.46,80795.85,55300.44,1055597.23
    Income.Income.Sales Of Product Income.Chargebacks,-420.78,-77.79,-1340.02,-30.42,-109.16,-8.41,-14.92,-168.05,-160.26,-58.03,-82.02,-105.6,-2575.46
    Income.Income.Sales Of Product Income.Sales,57919.21,59247.07,300003.16,43394.63,53941.47,58983.85,99227.39,56559.52,80853.0,111759.49,80877.87,55406.04,1058172.69
        Income.Income.Discounts Refunds Given.Discounts and Refunds,-998.89,-503.06,-1090.06,-487.96,-50.27,75.56,-519.88,-4668.5,-2998.26,-8746.71,-13423.89,-9463.16,-42875.07
        Income.Income.Sales Of Product Income.Sales of Product Income - Shopify,22407.95,23637.84,14176.33,18753.82,17657.41,19488.42,28946.06,20776.64,17445.94,36095.46,38723.84,29123.53,287233.24
        Income.Income.Sales Of Product Income.Sales of Product Income - Amazon Seller Central,16734.73,15167.35,15772.49,13068.76,8222.71,13684.09,21021.83,15947.3,14526.14,23498.25,13553.11,13431.76,184628.52
        Income.Income.Sales Of Product Income.Sales of Product Income - Invoices and cash,18829.29,19403.14,269641.19,10326.59,26858.64,24470.12,48391.48,22945.03,50908.8,59544.69,41360.61,21344.51,614024.08
        Income.Income.Sales Of Product Income.Sales of Product Income - Faire,946.12,1541.8,1503.21,1733.42,1252.99,1265.65,1387.89,1559.06,970.37,1367.8,664.21,969.4,15161.92
Total Cost Of Goods Sold,-24764.07,-25220.09,-146953.96,-18123.91,-23909.66,-25475.03,-43898.06,-26236.44,-38090.11,-53104.03,-40879.11,-27148.93,-493803.42
    Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of Goods Sold,-24764.07,-25220.09,-146953.96,-18123.91,-23909.66,-25475.03,-43898.06,-26236.44,-38090.11,-53104.03,-40879.11,-27148.93,-493803.42
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Shopify,-8515.46,-8982.67,-5387.21,-7126.7,-6710.09,-7405.92,-11000.5,-7895.22,-6629.47,-13716.77,-14715.52,-10896.22,-108981.77
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Amazon Seller Central,-6360.86,-5764.9,-5994.5,-4967.14,-3143.69,-5201.16,-8007.79,-6089.08,-5520.98,-8930.98,-5151.14,-5095.73,-70227.95
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Invoices and cash,-9414.65,-9701.57,-134820.6,-5163.3,-13429.33,-12235.08,-24195.77,-11472.52,-25454.43,-29772.35,-20680.31,-10672.26,-307012.18
        Expense.Cost of Goods Sold.Supplies Materials COGS.Cost of goods sold - Sales of Product Income - Faire,-473.09,-770.95,-751.65,-866.77,-626.55,-632.87,-694.0,-779.61,-485.25,-683.93,-332.13,-484.72,-7581.52
Gross Profit,32734.36,33949.19,151709.17,25240.3,29922.65,33500.41,55314.4,30155.03,42602.63,58597.43,39916.74,28151.51,561793.81
Total Expenses,-60389.31,-49784.08,-41800.57,-38045.98,-47639.82,-44664.06,-54999.61,-74963.39,-60836.87,-63788.32,-60373.55,-59268.14,-656553.71
    Expense.Expense.Cost Of Labor.Contract labor,0.0,0.0,-3029.42,-6058.84,0.0,-3029.42,0.0,0.0,0.0,0.0,0.0,0.0,-12117.69
    Expense.Expense.Advertising Promotional.Advertising & Selling Expense,-38979.37,-27336.7,-13330.95,-14923.34,-19828.33,-15970.84,-29029.63,-39660.37,-27095.08,-28576.33,-27775.73,-27000.37,-309507.03
        Expense.Expense.Advertising Promotional.Selling expenses,-8579.8,-10909.54,-7350.64,-7347.52,-8443.57,-8054.2,-13721.37,-13889.55,-9037.32,-19591.17,-15519.88,-17334.12,-139778.68
            Expense.Expense.Other Selling Expenses.Chargeback - Invoices,-77.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.5,0.0,0.0,0.0,-146.23
            Expense.Expense.Shipping Freight Delivery.Shipping and postage,-7837.43,-10236.33,-6952.26,-6814.9,-7948.34,-7488.69,-12922.91,-13298.61,-8472.48,-18717.42,-14398.8,-16471.68,-131559.85
            Expense.Expense.Other Selling Expenses.Platform Fee - Shopify,-664.63,-673.21,-398.39,-532.61,-495.24,-565.5,-798.45,-590.94,-496.35,-873.75,-1121.08,-862.44,-8072.59
        Expense.Expense.Advertising Promotional.Advertising & Marketing,-30399.58,-16427.17,-5980.3,-7575.82,-11384.76,-7916.64,-15308.27,-25770.81,-18057.75,-8985.16,-12255.85,-9666.25,-169728.36
            Expense.Expense.Advertising Promotional.Other Advertising & Marketing,-28822.08,-11697.84,-3051.89,-6058.84,-5372.18,-7088.85,-4039.23,-11208.86,0.0,-6180.02,-4604.72,0.0,-88124.51
            Expense.Expense.Advertising Promotional.Web ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1948.0,-5003.44,-6951.44
            Expense.Expense.Advertising Promotional.Trade spend,-887.0,-4591.28,-2389.7,-975.78,-5167.61,-691.54,-9818.4,-14414.95,-5485.65,-2657.72,-1964.88,-3735.36,-52779.9
    Expense.Expense.Office General Administrative Expenses.General & Administrative expenses,-21409.94,-22447.37,-25440.21,-17063.79,-27811.49,-25663.8,-25969.98,-35303.02,-33741.79,-35211.99,-32597.83,-32267.77,-334928.99
        Expense.Expense.Insurance.Insurance,-322.58,-322.58,-322.58,0.0,-368.03,-23.63,-684.55,-665.77,0.0,-755.01,-357.36,-384.02,-4206.12
        Expense.Expense.Entertainment Meals.Meals & Entertainment,-99.33,-255.15,-558.99,-31.38,-168.39,-87.76,-58.98,0.0,-102.23,-296.49,-155.2,-160.7,-1974.6
        Expense.Expense.Other Business Expenses.Other business expenses,-460.65,-572.0,-104.14,-99.4,-489.5,-681.94,-202.37,-16.44,-1209.84,-1041.5,-90.86,-344.4,-5313.03
        Expense.Expense.Dues Subscriptions.Software & Apps,-4085.41,-1263.27,-1919.3,-1454.34,-3226.46,-1875.19,-1323.22,-990.11,-1354.68,-1950.35,-1228.59,-1226.36,-21897.29
            Expense.Expense.Dues Subscriptions.Other Software & Apps,-67.43,0.0,-333.24,-545.3,-170.9,-935.89,-547.6,-341.76,-697.38,-459.72,-418.12,-626.29,-5143.63
        Expense.Expense.Payroll Expenses.Payroll Expense,-2120.6,-2650.74,-3180.89,-3180.89,-3180.89,-3180.89,-3180.89,-3180.89,-10778.8,-11999.88,-11704.21,-6935.76,-65275.35
        Expense.Expense.Bank Charges.Bank Fees & Service Charges,-407.68,13.8,-141.73,-30.84,-49.52,-105.28,-38.87,-674.53,-60.77,-51.33,-188.73,-161.47,-1896.95
        Expense.Expense.Dues Subscriptions.Dues & Subscriptions,-1746.67,-1002.45,-2237.18,-2343.98,-2181.04,-159.94,-1283.51,-644.65,-209.88,-674.34,-829.98,-1937.07,-15250.7
        Expense.Expense.Interest Paid.Interest Expense,-186.35,-270.88,-264.47,-308.89,-518.7,-602.17,-765.73,-753.35,-664.12,-493.12,-255.65,-80.41,-5163.84
        Expense.Expense.Cost Of Labor.Contract labor,-8083.33,-9399.13,-10077.29,-3410.77,-7388.66,-7993.04,-11067.47,-14772.81,-13272.45,-12696.14,-11255.08,-10591.88,-120008.06
        Expense.Expense.Office General Administrative Expenses.Software and apps,-491.98,-484.71,-484.71,-484.71,0.0,0.0,-114.51,0.0,-1112.08,-925.48,-751.87,-1791.66,-6641.71
        Expense.Expense.Rent Or Lease Of Buildings.Rent,0.0,-873.69,0.0,0.0,-2621.06,0.0,-63.74,-8736.85,0.0,0.0,-1747.37,-1671.35,-15714.05
        Expense.Expense.Legal Professional Fees.Professional Services,0.0,0.0,-3525.64,-1211.77,-1211.77,-3029.42,0.0,0.0,0.0,0.0,0.0,0.0,-8978.6
        Expense.Expense.Other Business Expenses.Other G & A,-3405.37,-5366.57,-2623.28,-4506.83,-6407.49,-7924.53,-7186.13,-4867.61,-4976.93,-4328.35,-4032.92,-6982.68,-62608.69
            Expense.Expense.Taxes Paid.Business licenses and taxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.79,0.0,0.0,-513.79
            Expense.Expense.Other Miscellaneous Service Cost.Uncategorized Expense,0.0,0.0,0.0,-144.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1013.0,-1157.7
            Expense.Expense.Other Business Expenses.General business expenses,-46.82,-59.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.19
            Expense.Expense.Entertainment Meals.Meals and Entertainment,0.0,0.0,0.0,0.0,-598.99,-928.54,-197.8,-450.92,-589.03,195.52,-347.58,-912.51,-3829.84
            Expense.Expense.Office General Administrative Expenses.Office expenses,-2289.26,-1731.69,-1732.61,-2944.9,-2806.87,-1744.14,-2670.17,-2639.73,-2028.93,-2479.01,-2073.89,-2075.58,-27216.77
            Expense.Expense.Rent Or Lease Of Buildings.Utilities,0.0,-57.57,-113.92,-75.31,-81.75,-81.75,-81.75,-81.75,-81.75,-81.75,-81.75,-81.75,-900.81
